"9","Epsilonproteobacteria",0.133333333333333,0.174420002404135,0.052730475631239,0.110272365602367,0.0700729927007299,0.0663808468616022,0.0175961825231136,0.0727886237647626,0.0010919265679383,0.111842105263158,0.0344405657321769,0.029193468579911,0.136861490743433,0.0526751241036955,0.0109961190168176,0.0512605745874864,0.0394767760632882,0.0107029216083309,0.0428603153453253,0.115384615384615,0.200209872764636,0.0535793827553293,0.214645517389208,0.0448076923076924,0.177362893815636,0.0493263125290383,0.11081508617101,0.0574365175332527,0.0679906394282462,0.0141342756183746,0.065819209039548,0.00159351968660779,0.106567164179104,0.0342721411605022,0.0293236022416265,0.126682134570766,0.0523577971276716,0.00988576449912127,0.0536175710594315,0.0394375303054792,0.00994632143984844,0.0408665681930084,0.473223547717842,0.2,0.0568572160984363,0.204060493059872,0.0448578811369509,0,0,0,0,0,0,0,9.73994350832765e-05,0.000203086921202274,0,0.000155038759689922,0,0.000134661998384056,0,0,0.000138083402375035,0.000161173341929245,0,0,0.000127169835315063,0,0.000300806160510167,0,0,0.000357867112012406,0,0,0.000154762825969202,0.000224984532313403,0,0,0.000261951538965291,0,0,9.33358222885944e-05,0.000219925225423356,0,0.000141342756183746,0,0.000699580251848891,0.000134318334452653,0,0,0.000259201658890617,9.70873786407767e-05,0,0.0769230769230769,0.000684377527530641,0.00077264825188333
"10","Erysipelotrichia",0,0.0102175742276716,0.000939518496770405,0.0052024890339692,0.0175182481751825,0.00539525025290235,0.000397653842330252,0.00273158190728689,0.00614208694465297,0.00275119617224881,0.00287904415733976,0.00507174666006927,0.0025201124357856,0.00170068027210884,0.00808538163001294,0.00703576513945891,0.00360303908514138,0.00159097483367081,0.00240580353838182,0,0.00157404573477329,0.00248170537702832,0.00227747709125985,0.00182692307692308,0.0105703891825108,0.00131640080532755,0.00628590458746149,0.0195485691253527,0.00581873379292898,0.000530035335689046,0.00197740112994351,0.00504614567425802,0.00283582089552238,0.00203596878181201,0.00443112211651244,0.00324825986078886,0.00147008933619812,0.00615114235500878,0.00775193798449612,0.00250525294973332,0.00142090306283549,0.00295420974889217,0.00116701244813278,0.0015702479338843,0.00317867213534991,0.00210620813479732,0.00227390180878553,0.00361805883278276,0.00706436420722135,0.00131190554280092,0.00290160907412293,0.0277808522412839,0.00546294210407749,0.00276297611999211,0.0115905327749099,0.0117790414297319,0.0016934801016088,0.0103875968992248,0.0127127332376461,0.00403985995152168,0.000408830744071953,0.00535342520075345,0.00110466721900028,0.0213554678056249,0.0191793041926851,0.0114114779525814,0.00515037833026006,0.0134661501567976,0.00992660329683552,0.01875,0.00464060031595577,0.00441369438148635,0.00367682631833576,0.0033551929235931,0.0232144238953803,0.0155801788627032,0.0036654204237226,0.0125798525798526,0.00962671905697446,0.0047008547008547,0.00748776039166747,0.0104536120963226,0.00384869144490873,0.00225886604924328,0.00508833922261484,0.00098960910440376,0.0193883669798121,0.0255204835460041,0.00871891409888041,0.00864717260211628,0.0161569034041818,0.0401941747572815,0.0217023675310034,0,0,0.000193162062970833
"11","Flavobacteriia",0,0.00564971751412429,0.00199647680563711,0.0338671835152504,0.0010948905109489,0.0233633604701575,0.0301222785565166,0.0183176669076886,0.0176755613185014,0.016866028708134,0.0208730701407133,0.00791687283523008,0.0103712319472715,0.00583747012318441,0,0.00201021861127398,0.0110440980653247,0.00419438819785941,0.0443037974683544,0,0.0284202702111844,0.00528157811008591,0.0657521033170785,0.00596153846153846,0.0061088612808017,0.00301997831810438,0.0379651985679794,0.000806126561870213,0.0239706533426096,0.0293286219081272,0.0163841807909605,0.0148064537547308,0.0185074626865672,0.0202627369237481,0.00482210347973414,0.00951276102088168,0.00625730332843304,0.000219683655536028,0.000968992248062016,0.0119605624696945,0.0039469529523208,0.0429454565348214,0.00213952282157676,0.0270247933884298,0.00548577287874904,0.0699537324770388,0.00599483204134366,0.0457763095799906,0.122291993720565,0.0710068875040997,0.0147718280137167,0.0294410625345877,0.00715251182698806,0.0151963686599566,0.01723970000974,0.0270105605199025,0.0529212531752752,0.0348837209302325,0.0834529423826123,0.0389173175329922,0,0.0368295826311093,0.0325876829605081,0.0377145620114433,0.0889830508474577,0.0627077332151563,0.0906720925796402,0.0463014204021398,0.0375406088316689,0.031359649122807,0.0454186413902053,0.0928665155672194,0.116207063376875,0.0134207716943724,0.0243751450901493,0.00798695089712582,0.0142218312440437,0.0177886977886978,0.0179436804191225,0.0267806267806268,0.0599020831333397,0.0733619563188352,0.0482735869804267,0,0.0374558303886925,0.0308758040573974,0.0392264641215271,0.0791134989926125,0.0497374417913406,0.0831721470019342,0.0569379644029722,0.0494174757281554,0.0328354002254791,0,0.0138741989672121,0.0168050994784624
"12","Fusobacteriia",0,0.0304123091717755,0.0281855549031121,0.0568193410180557,0.00948905109489051,0.116190567946433,0.0864897107068297,0.0589700329396642,0.0017061352624036,0.0473684210526316,0.100838521610825,0.0771895101434933,0.0464282252592808,0.0893546607832322,0.0501293661060802,0.0127313845380685,0.0860813033602255,0.0154758461093433,0.151861721815086,0,0.098902540334922,0.0219535475660198,0.0345640640908847,0.0264423076923077,0.0282792230077562,0.0309741365959424,0.0541170593622513,0.0163240628778718,0.116184934539245,0.0807420494699646,0.0593220338983051,0.00544452559590997,0.0476119402985074,0.0944786465655146,0.0813241235501108,0.051508120649652,0.0967997285988917,0.054920913884007,0.0134043927648579,0.0931792468078228,0.0119987369750553,0.160676185786969,0.00713174273858921,0.0995454545454545,0.0209177134068187,0.0410883226296527,0.0286304909560723,0,0.00353218210361068,0.00131190554280092,0,0.000553403431101273,0,0,9.73994350832765e-05,0.000101543460601137,0,0.211162790697675,0.00666393274554029,0.0413412335039052,0.000136276914690651,0.00470903142658868,0.000552333609500139,0.0014505600773632,0.000223015165031222,0.000110791048083315,0.000572264258917785,0.000737871241468364,0.00372999639032607,0.00142543859649123,0.000197472353870458,0.00387689371346773,9.67585873246251e-05,0,0.000773814129846011,5.62461330783509e-05,7.3308408474452e-05,9.82800982800983e-05,0,0,0.107228568685802,0.00802688071681911,0.0377171761601056,0.000225886604924328,0.0046643109540636,0.000593765462642256,0.00129922046771937,0.000268636668905306,0,0.00204801456365912,0.000518403317781234,0.00281553398058252,0.000704622322435175,0,0.0200335967149878,0.0210546648638207
"13","Gammaproteobacteria",0,0.0575790359418199,0.159483264826777,0.106702029990819,0.0273722627737226,0.0996194421696614,0.081419624217119,0.150478026833775,0.00163788985190746,0.0235645933014354,0.0424659013207615,0.0507174666006928,0.00504022487157119,0.248850891708035,0.0371927554980595,0.0120613116676439,0.0502858933187123,0.21478160254556,0.0471907617144127,0.0769230769230769,0.0329237899523414,0.0813235762010818,0.0101548684422057,0.0457692307692308,0.0544306404008511,0.163620876568066,0.10673549246524,0.0259975816203144,0.106065397508064,0.0780918727915195,0.157909604519774,0.00278865945156364,0.0214925373134329,0.0429007707596102,0.0548677179721099,0.00533642691415313,0.243582494628519,0.0467926186291739,0.0140503875968993,0.0530951996120899,0.255131038838017,0.0499480277914547,0.0298236514522822,0.0331404958677685,0.0988977185337093,0.011463296733651,0.0447545219638243,0.000314613811546327,0.000549450549450549,0.00147589373565103,0.000923239250857294,0.0131710016602103,0.0211759405271458,0.00177619893428064,0.00418817570858089,0.000304630381803412,0.00169348010160881,0.000155038759689922,0.00779167521017019,0.0117155938594129,0.00354319978195694,0.00490730643402399,0.00428058547362607,0.00217584011604481,0.000669045495093666,0.0044316419233326,0.0013988681884657,0.000553403431101273,0.000300806160510167,0.00723684210526316,0.000493680884676145,0.00137182392938089,0.00261248185776488,0.00167759646179655,0.011839356186644,0.0295292198661342,0.0016860933949124,0.00835380835380836,0.00045841519318926,0.0051994301994302,0.00249592013055582,0.00784020907224192,0.00725753243897075,0.00214592274678112,0.00466431095406361,0.00405739732805541,0.00229862082750349,0.00161182001343183,0.00386406420291291,0.00204801456365912,0.00138240884741662,0.00135922330097087,0.00591882750845546,0,0.248864555465688,0.216920996716245
"14","Lentisphaeria",0,0,0,0,0,0,0,0,0.00177438067289975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000331983268043291,7.46268656716418e-05,0,0,0,0,0,0,0,0,0,0,0,0,6.90560044195843e-05,0,0.00125845524618531,0.000470957613814757,0.000655952771400459,0.000527565286204168,0.000774764803541782,0.00050687091687317,0.000394710874284587,0,0.00172623883021933,0,0,0,0,0,0.000842668781600079,0,0.00153114674832782,0,0.000886328384666519,0.000890188847205443,0.002029145914038,0.000962579713632535,0.00043859649122807,0.000691153238546603,0.00041751163068114,0.00135462022254475,0.000457526307762696,0.000773814129846011,0.00067495359694021,0.000293233633897808,0,0.00222658808120498,0,0,0,0,0,0.00113074204946996,0,0.00244853088147111,0.000671591672263264,0.000693549985138215,0.000341335760609853,0.00155520995334371,0.000970873786407767,0.000704622322435175,0,0,0
"15","Mollicutes",0,0.000721240533717995,0,0.00112210547791492,0.000364963503649635,0.00192687509032227,0,0.00152647224230739,0,0.00131578947368421,0.000215928311800482,0.00383473527956457,0.00145391102064554,0,0.000646830530401035,0.00469051009297261,0.0137855408474974,0,0.0123251165889407,0,0.000830746360019238,0,0,0.00105769230769231,0.000205916672386574,0,0.00108234118724502,0,0.00151793055467712,0.000176678445229682,0.00141242937853107,0,0.000447761194029851,0.000242377235930001,0.00417046787436466,0.00185614849187935,0,0.000219683655536028,0.00468346253229974,0.0119605624696945,0,0.0120356693473385,0.00129668049792531,0.000206611570247934,0,0,0.00103359173126615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6400552963539e-05,0,0,0,0,0
"16","Negativicutes",0,0.0560163481187643,0.11967116852613,0.12332959298174,0.22992700729927,0.122645599499012,0.0360870861914703,0.0710211295894593,0.0124206647102982,0.199162679425837,0.0457768021017023,0.0755813953488373,0.0763787922845789,0.0455966170251885,0.074385510996119,0.17254376413435,0.132059215164095,0.207115996528782,0.0305351987563846,0.115384615384615,0.0684272659700056,0.10238625517022,0.0695032420556241,0.0578846153846154,0.0530578625849407,0.117237107015642,0.122512696694697,0.23800886739218,0.11858832458415,0.0424028268551236,0.0644067796610169,0.012814554146471,0.192686567164179,0.0509961704396723,0.0762413658282289,0.0767981438515082,0.0446304044630405,0.0826010544815465,0.169089147286822,0.118797478584128,0.200820966214083,0.0322227692981016,0.0172458506224066,0.0680578512396694,0.0954114329659061,0.0668807402803674,0.0581912144702843,0.0081799591002045,0.00290423861852433,0.00278779927845195,0.0294117647058824,0.0289983397897067,0.0266388826312232,0.0128281034142491,0.00711015876107918,0.0188870836718116,0.0232853513971211,0.0148837209302326,0.0145581299979496,0.0281443576622677,0.012128645407468,0.0449092891840983,0.0186412593206297,0.00660810701909904,0.016057091882248,0.0303567471748283,0.00832962421313665,0.00627190555248109,0.0156419203465287,0.00767543859649123,0.0122432859399684,0.00244542526541811,0.00861151427189164,0.0358395607747446,0.0351311614950089,0.031104111592328,0.0125357378491313,0.00668304668304668,0.0220039292730845,0.0151709401709401,0.0173754439857925,0.0156804181444839,0.0274906531779195,0.0156991190422408,0.0395759717314488,0.0161306284017813,0.00754547271637018,0.0159838817998657,0.0205092638462301,0.0119467516213449,0.00967686193191636,0.0225242718446602,0.00803269447576099,0.0769230769230769,0.00485285883158091,0.00637434807803747
"17","Opitutae",0,0,0,0.000816076711210854,0,0.000818921913386965,0.000596480763495377,0.000482043865991805,0,0,0.00212329506603808,0.00024740227610094,0.000678491809634584,0,0,0.00117262752324315,0,0,0.000518173069805315,0,0,0,0.000937784684636407,0.00230769230769231,0.000343194453977624,0,0.00141536924485888,0,0.000505976851559041,0.00106007067137809,0,0,0,0.00237529691211401,0.000521308484295582,0.00116009280742459,0,0,0.00113049095607235,0,0,0.00109415175884895,0.000194502074688797,0,0,0.000586976037566466,0.00423772609819121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032234668385849,0,0,6.35849176575316e-05,0.00147574248293673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00304817109734159,0,0,0,0.00112320718852601,0,0,0,0,0
"18","Spirochaetia",0,0.000480827022478663,0.000469759248385203,0.00316229725594205,0.000364963503649635,0.00173418758129005,0.0103389999005866,0.000562384510323773,0.00211560772538047,0.00083732057416268,0.000935689351135423,0.00049480455220188,9.69274013763691e-05,0,0,0.000167518217606165,0.00548288556434558,0,0.000185061810644755,0,0.000437234926325915,0.00139993636652879,0.00350999410535341,9.61538461538462e-05,0.000686388907955248,0.000464612048939136,0.00291399550412122,0.000806126561870214,0.00132818923534248,0.0107773851590106,0.00141242937853107,0.00172631299382511,0.00104477611940298,0.00130883707402201,0.000390981363221686,0,0,0,0.000322997416020672,0.00484887667690319,0,0.000273537939712238,0.00291753112033195,0.000578512396694215,0.00123045372981287,0.00355638422760859,0,0,0,0.00032797638570023,0,0.00132816823464306,0.000168956972291057,0.000197355437142293,0,0,0,0,0.00102522042239081,0,0,0.000297412511152969,0,0.00306229349665565,0.00312221231043711,0.000553955240416574,0.00324283080053412,0.00110680686220255,6.01612321020335e-05,0.00339912280701754,0.000296208530805687,0,9.67585873246251e-05,0,0.00131548402073822,0.000224984532313404,0.00102631771864233,9.82800982800983e-05,6.54878847413229e-05,7.12250712250712e-05,0,0.000840022400597349,0.000109962612711678,0,0.000141342756183746,9.8960910440376e-05,0.00394763142114731,0.00295500335795836,0.000594471415832755,0.00352713619296848,0.000777604976671851,0.000388349514563107,0.00260710259301015,0,0.02034467740932,0.0216341510527332
"19","Synergistia",0,0,0.000587199060481503,0.00285626848923799,0,0.000578062527096681,0.00258474997514663,0.000803406443319675,0,0.00311004784688995,0.00035988051966747,0.000989609104403761,9.69274013763691e-05,0,0,0,0.0028197697188063,0,0.000814271966836924,0,0.00030606444842814,0.000190900413617563,0.00021435078505975,0.00125,0.000274555563182099,0.000464612048939136,0.00158188327366581,0.000201531640467553,0.0012649421288976,0.00176678445229682,0.00112994350282486,0.000663966536086581,0.00276119402985075,0.000436279024674003,0.000521308484295582,0.000232018561484919,0,0.000219683655536028,0.000161498708010336,0.00501050589946662,0,0.000820613819136714,0.000194502074688797,8.26446280991736e-05,0.000102537810817739,0.000310752019888129,0.00144702842377261,0.000157306905773163,0.000156985871271586,0.000163988192850115,0,0.000221361372440509,0,0,0.000681796045582936,0,0,0,0.000410088168956326,0,0,0.000148706255576485,0,0.000725280038681602,0.000669045495093666,0,0.00038150950594519,0.000184467810367091,6.01612321020335e-05,0,0.000296208530805687,5.96445186687343e-05,9.67585873246251e-05,0,0,0,0,0.000786240786240786,0,0,0,0.000373343289154377,0,0,0.000141342756183746,0,0.00084949030581651,0.000805910006715917,0,0.000227557173739902,0.000259201658890617,0,0,0,0,0
"20","Unclassified",0,0.103738430099772,0.0627128596594246,0.120575334081404,0.00328467153284671,0.0417168457054771,0.206084103787653,0.0804209849762994,0.0052548966082031,0.0773923444976077,0.111490984992982,0.0998268184067294,0.299602597654357,9.19286633572348e-05,0.0899094437257438,0.189379345003769,0.125401425550247,0.00101243853051779,0.225368273003183,0.0769230769230769,0.0598574614140178,0.0565701559020045,0.0401639783505707,0.00682692307692308,0.113391447594207,0.0638841567291312,0.124635750561985,0.00382910116888351,0.0418063373600658,0.204240282685512,0.0782485875706215,0.00969391142686409,0.084179104477612,0.105385622182365,0.104261696859116,0.322041763341067,0.000150778393456218,0.0975395430579965,0.180717054263566,0.127121383546145,0.00663088095989896,0.241424585590021,0.0108272821576763,0.055702479338843,0.0584465521661112,0.0424349147158346,0.00826873385012918,0.000629227623092653,0.00486656200941915,0.0044276812069531,0.000527565286204168,0.00221361372440509,0.0027033115566569,0.00177619893428064,0.00428557514366417,0.0235580828594638,0.0110076206604572,0.0062015503875969,0.00625384457658396,0.00498249394021007,0.000408830744071954,0.00480816893030633,0.000414250207125104,0.0193408010315094,0.000669045495093666,0.00276977620208287,0.00489603865962994,0.0208448625714812,0.00896402358320299,0.0037280701754386,0.00148104265402844,0.00554694023619229,0.00348330914368651,0.000305017538508464,0.00286311228043024,0.00376849091624951,0.00139285976101459,0.00383292383292383,0.0173542894564506,0.0138176638176638,0.00691177882307766,0.00625350009333582,0.00560809324829558,0,0.00395759717314488,0.00108857001484414,0.0185388766739956,0.00308932169241101,0.00198157138610918,0.00546137216975765,0.0187489199930879,0.00912621359223301,0.00493235625704622,0.0769230769230769,0.000808809805263485,0.00077264825188333
"21","Verrucomicrobiae",0.133333333333333,0.000240413511239332,0,0,0.000364963503649635,0,0,0,0.0338497236060875,0.00167464114832536,0.00125958181883615,0,0,0,0,0,0.000156653873267017,0.000144634075788256,0.00037012362128951,0,0.000131170477897774,6.36334712058543e-05,2.67938481324688e-05,0,6.86388907955247e-05,7.7435341489856e-05,0,0,0,0,0,0.0408339419693247,0.00082089552238806,0.00126036162683601,0,0.000464037122969838,0,0,0.000161498708010336,0.000323258445126878,0.000315756236185665,5.47075879424476e-05,0,4.13223140495868e-05,0,3.45280022097921e-05,0,0,0.00133437990580848,0.00360774024270253,0.00619889211289897,0.15672385168788,0,0.010065127294257,0,0.127335499593826,0.0317527519051651,0,0,0,0.014445352957209,9.91375037176564e-05,0.000552333609500138,0.0298976549278749,0.0225245316681534,0.0300243740305783,0.0295034017930947,0.00959232613908873,0.0218986884851402,0.0327850877192982,0,0.000596445186687343,0.001548137397194,0.0038127192313558,0.156078309989941,0,0.0102631771864233,0,0.137524557956778,0.113603988603989,0,9.33358222885944e-05,0,0.0621188163541902,0.000282685512367491,0.00158337456704602,0.0232860283829702,0.0316991269308261,0.0266521351431685,0.0896575264535214,0.0132192846034215,0.0242718446601942,0.0172632468996618,0,0.127294220120699,0.116283561908441
